"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000130479",653.804812511329,0.477896730223605,0.132242542106786,3.6137896520297,0.000301753901199938,0.0039523229587469
"ENSG00000108262",1200.32938133607,0.534518466856284,0.140535613016435,3.80343782891368,0.000142701819300581,0.00214165984363015
"ENSG00000106615",2235.48854826141,0.960887080077385,0.143320989267962,6.70444074510853,2.02179173455085e-11,1.58474950053292e-09
"ENSG00000139946",393.118425709642,-0.667661495010458,0.188477180801211,-3.5423996272241,0.000396504286973497,0.00498205220682258
"ENSG00000100099",645.596381727911,-0.434690063874146,0.118195569339538,-3.67771876985862,0.000235329214970796,0.0032043747651469
"ENSG00000158122",864.055169832609,0.810330803314389,0.182350960139762,4.44379784287023,8.83846568422714e-06,0.000192941282642119
"ENSG00000112972",319.130940926848,-0.381545460878209,0.135836967717239,-2.80884848425387,0.00497190400277421,0.0379490230847469
"ENSG00000163431",6894.77385350566,1.0454116954975,0.228986401553397,4.56538767544988,4.9857210043401e-06,0.00011748284634526
"ENSG00000151929",1202.68635289829,0.414360071391672,0.0975992776362373,4.2455239570116,2.1808320502098e-05,0.00043126310138005
"ENSG00000008710",5182.00878157707,0.389645581785994,0.140589465979348,2.77151334967892,0.0055796384347817,0.0411750098738427
"ENSG00000128274",1261.59019188863,0.537902466712717,0.159955712708414,3.36282123098203,0.000771503071443741,0.00842768857045069
"ENSG00000111602",183.309660371477,-0.435972218623801,0.15786441073642,-2.76168780911441,0.00575034336043607,0.0422082456849475
"ENSG00000163755",747.456790830525,-0.375021098373771,0.110061594901556,-3.40737474056419,0.000655910063054815,0.00741599957690078
"ENSG00000159023",386.749704769812,-0.744204555104536,0.211889952764561,-3.51222200672937,0.000444376624962266,0.00545532049792876
"ENSG00000099622",2849.34693620224,-0.293017096139751,0.0956951716304538,-3.06198412257722,0.0021987511511052,0.0199776020504021
"ENSG00000106462",101.930148001791,-0.736628747852264,0.233142242684404,-3.15956790743157,0.00158003274708203,0.0152053024159395
"ENSG00000114978",2924.85694256203,0.264076856811451,0.0970595197999003,2.72077234006388,0.00651295986297792,0.0462355968123557
"ENSG00000108700",14.8230522153913,-1.04402264294056,0.352483904699527,-2.96190160464357,0.00305745473636212,0.0260581269023584
"ENSG00000140092",9481.90364059974,0.332778657408098,0.0860216318643928,3.86854620396763,0.000109486191652966,0.00171638042209955
"ENSG00000121361",219.572088948185,0.639004125728162,0.228516851761287,2.79631073508609,0.00516896762133425,0.0391568062972181
"ENSG00000138802",1247.33880424721,0.4780589979411,0.121466615419709,3.93572337789474,8.29464712209309e-05,0.00135802404397212
"ENSG00000131437",385.405809178656,-0.623916150773674,0.181818997004168,-3.43152344394119,0.000600201249945407,0.00690482472180541
"ENSG00000064201",17.1426991592073,-1.44885911978504,0.338736566668974,-4.27724450900784,1.89220932601199e-05,0.000380656152711562
